	crisno	sentence_number_int_aligned	yhat_prompt_entity_yes_no
5356	231	25	
5357	231	26	
5358	231	27	
5359	231	28	
5360	231	29	
5361	231	30	
5362	231	31	
5363	231	32	
5364	232	1	
5365	232	2	
5366	232	3	
5367	232	4	
5368	232	5	
5369	232	6	
5370	232	7	
5371	232	8	
5372	232	9	
5373	232	10	
5374	232	11	
5375	232	12	
5376	232	13	
5377	232	14	
5378	232	15	
5379	232	16	
5380	232	17	
5381	232	18	
5382	232	19	
5383	232	20	
5384	232	21	
5385	232	22	
5386	232	23	
5387	232	24	
5388	232	25	
5389	233	1	
5390	233	2	
5391	233	3	
5392	233	4	
5393	233	5	
5394	233	6	
5395	233	7	
5396	233	8	
5397	233	9	
5398	233	10	
5399	233	11	
5400	233	12	
5401	234	1	
5402	234	2	
5403	234	3	
5404	234	4	
5405	234	5	
5406	234	6	
5407	234	7	
5408	234	8	
5409	234	9	
5410	234	10	
5411	234	11	
5412	234	12	
5413	234	13	
5414	234	14	
5415	234	15	
5416	234	16	
5417	234	17	
5418	234	18	
5419	234	19	
5420	234	20	
5421	234	21	
5422	234	22	
5423	234	23	
5424	234	24	
5425	235	1	
5426	235	2	
5427	235	3	
5428	235	4	
5429	235	5	
5430	235	6	
5431	235	7	
5432	235	8	
5433	235	9	
5434	235	10	
5435	235	11	
5436	235	12	
5437	235	13	
5438	235	14	
5439	235	15	
5440	235	16	
5441	235	17	
5442	235	18	
5443	235	19	
5444	235	20	
5445	235	21	
5446	235	22	
5447	235	23	
5448	235	24	
5449	236	1	
5450	236	2	
5451	236	3	
5452	236	4	
5453	236	5	
5454	236	6	
5455	236	7	
5456	236	8	
5457	236	9	
5458	236	10	
5459	236	11	
5460	236	12	
5461	237	1	
5462	237	2	
5463	237	3	
5464	237	4	
5465	237	5	
5466	237	6	
5467	237	7	
5468	237	8	
5469	237	9	
5470	237	10	
5471	237	11	
5472	237	12	
5473	237	13	
5474	237	14	
5475	237	15	
5476	237	16	
5477	237	17	
5478	237	18	
5479	237	19	
5480	237	20	
5481	237	21	
5482	237	22	
5483	237	23	
5484	237	24	
5485	237	25	
5486	237	26	
5487	237	27	
5488	237	28	
5489	237	29	
5490	237	30	
5491	237	31	
5492	237	32	
5493	237	33	
5494	238	1	
5495	238	2	
5496	238	3	
5497	238	4	
5498	238	5	
5499	238	6	
5500	238	7	
5501	238	8	
5502	238	9	
5503	238	10	
5504	238	11	
5505	238	12	
5506	238	13	
5507	238	14	
5508	238	15	
5509	238	16	
5510	238	17	
5511	238	18	
5512	238	19	
5513	238	20	
5514	238	21	
5515	238	22	
5516	238	23	
5517	238	24	
5518	238	25	
5519	238	26	
5520	238	27	
5521	238	28	
5522	238	29	
5523	238	30	
5524	238	31	
5525	239	1	
5526	239	2	
5527	239	3	
5528	239	4	
5529	239	5	
5530	239	6	
5531	239	7	
5532	239	8	
5533	239	9	
5534	239	10	
5535	239	11	
5536	239	12	
5537	239	13	
5538	239	14	
5539	239	15	
5540	239	16	
5541	239	17	
5542	239	18	
5543	239	19	
5544	239	20	
5545	240	1	
5546	240	2	
5547	240	3	
5548	240	4	
5549	240	5	
5550	240	6	
5551	240	7	
5552	240	8	
5553	240	9	
5554	240	10	
5555	240	11	
5556	240	12	
5557	240	13	
5558	240	14	
5559	240	15	
5560	240	16	
5561	240	17	
5562	240	18	
5563	240	19	
5564	240	20	
5565	240	21	
5566	240	22	
5567	241	1	
5568	241	2	
5569	241	3	
5570	241	4	
5571	241	5	
5572	241	6	
5573	241	7	
5574	241	8	
5575	241	9	
5576	241	10	
5577	241	11	
5578	241	12	
5579	241	13	
5580	241	14	
5581	241	15	
5582	241	16	
5583	241	17	
5584	241	18	
5585	241	19	
5586	241	20	
5587	241	21	
5588	241	22	
5589	241	23	
5590	241	24	
5591	242	1	
5592	242	2	
5593	242	3	
5594	242	4	
5595	242	5	
5596	242	6	
5597	242	7	
5598	242	8	
5599	242	9	
5600	242	10	
5601	242	11	
5602	242	12	
5603	242	13	
5604	242	14	
5605	242	15	
5606	242	16	
5607	242	17	
5608	242	18	
5609	242	19	
5610	242	20	
5611	242	21	
5612	242	22	
5613	242	23	
5614	242	24	
5615	242	25	
5616	242	26	
5617	242	27	
5618	242	28	
5619	243	1	
5620	243	2	
5621	243	3	
5622	243	4	
5623	243	5	
5624	243	6	
5625	243	7	
5626	243	8	
5627	243	9	
5628	243	10	
5629	243	11	
5630	243	12	
5631	243	13	
5632	243	14	
5633	244	1	
5634	244	2	
5635	244	3	
5636	244	4	
5637	244	5	
5638	244	6	
5639	244	7	
5640	244	8	
5641	244	9	
5642	244	10	
5643	245	1	
5644	245	2	
5645	245	3	
5646	245	4	
5647	245	5	
5648	245	6	
5649	245	7	
5650	245	8	
5651	245	9	
5652	245	10	
5653	245	11	
5654	245	12	
5655	245	13	
5656	245	14	
5657	245	15	
5658	245	16	
5659	245	17	
5660	245	18	
5661	245	19	
5662	245	20	
5663	246	1	
5664	246	2	
5665	246	3	
5666	246	4	
5667	246	5	
5668	246	6	
5669	246	7	
5670	246	8	
5671	246	9	
5672	246	10	
5673	246	11	
5674	246	12	
5675	246	13	
5676	246	14	
5677	246	15	
5678	246	16	
5679	246	17	
5680	246	18	
5681	246	19	
5682	246	20	
5683	247	1	
5684	247	2	
5685	247	3	
5686	247	4	
5687	247	5	
5688	247	6	
5689	247	7	
5690	247	8	
5691	247	9	
5692	247	10	
5693	247	11	
5694	247	12	
5695	248	1	
5696	248	2	
5697	248	3	
5698	248	4	
5699	248	5	
5700	248	6	
5701	248	7	
5702	248	8	
5703	248	9	
5704	248	10	
5705	248	11	
5706	248	12	
5707	248	13	
5708	248	14	
5709	248	15	
5710	248	16	
5711	248	17	
5712	248	18	
5713	248	19	
5714	249	1	
5715	249	2	
5716	249	3	
5717	249	4	
5718	249	5	
5719	249	6	
5720	249	7	
5721	249	8	
5722	249	9	
5723	249	10	
5724	249	11	
5725	249	12	
5726	249	13	
5727	249	14	
5728	249	15	
5729	249	16	
5730	250	1	
5731	250	2	
5732	250	3	
5733	250	4	
5734	250	5	
5735	250	6	
5736	250	7	
5737	250	8	
5738	250	9	
5739	250	10	
5740	250	11	
5741	250	12	
5742	251	1	
5743	251	2	
5744	251	3	
5745	251	4	
5746	251	5	
5747	251	6	
5748	251	7	
5749	251	8	
5750	251	9	
5751	251	10	
5752	251	11	
5753	251	12	
5754	251	13	
5755	251	14	
5756	251	15	
5757	251	16	
5758	251	17	
5759	251	18	
5760	252	1	
5761	252	2	
5762	252	3	
5763	252	4	
5764	252	5	
5765	252	6	
5766	252	7	
5767	252	8	
5768	252	9	
5769	252	10	
5770	252	11	
5771	252	12	
5772	252	13	
5773	252	14	
5774	252	15	
5775	252	16	
5776	252	17	
5777	252	18	
5778	252	19	
5779	253	1	
5780	253	2	
5781	253	3	
5782	253	4	
5783	253	5	
5784	253	6	
5785	253	7	
5786	253	8	
5787	253	9	
5788	253	10	
5789	253	11	
5790	253	12	
5791	253	13	
5792	253	14	
5793	253	15	
5794	253	16	
5795	253	17	
5796	253	18	
5797	253	19	
5798	254	1	
5799	254	2	
5800	254	3	
5801	254	4	
5802	254	5	
5803	254	6	
5804	254	7	
5805	254	8	
5806	254	9	
5807	254	10	
5808	254	11	
5809	254	12	
5810	254	13	
5811	254	14	
5812	254	15	
5813	254	16	
5814	254	17	
5815	254	18	
5816	254	19	
5817	255	1	
5818	255	2	
5819	255	3	
5820	255	4	
5821	255	5	
5822	255	6	
5823	255	7	
5824	255	8	
5825	255	9	
5826	255	10	
5827	255	11	
5828	255	12	
5829	255	13	
5830	255	14	
5831	255	15	
5832	255	16	
5833	255	17	
5834	255	18	
5835	255	19	
5836	255	20	
5837	255	21	
5838	255	22	
5839	255	23	
5840	255	24	
5841	255	25	
5842	255	26	
5843	255	27	
5844	255	28	
5845	255	29	
5846	255	30	
5847	255	31	
5848	255	32	
5849	255	33	
5850	255	34	
5851	255	35	
5852	255	36	
5853	255	37	
5854	255	38	
5855	255	39	
5856	255	40	
5857	255	41	
5858	255	42	
5859	255	43	
5860	255	44	
5861	255	45	
5862	255	46	
5863	255	47	
5864	255	48	
5865	255	49	
5866	255	50	
5867	255	51	
5868	255	52	
5869	255	53	
5870	255	54	
5871	255	55	
5872	256	1	
5873	256	2	
5874	256	3	
5875	256	4	
5876	256	5	
5877	256	6	
5878	256	7	
5879	256	8	
5880	256	9	
5881	256	10	
5882	256	11	
5883	256	12	
5884	256	13	
5885	256	14	
5886	256	15	
5887	256	16	
5888	256	17	
5889	256	18	
5890	256	19	
5891	256	20	
5892	256	21	
5893	256	22	
5894	256	23	
5895	256	24	
5896	256	25	
5897	256	26	
5898	256	27	
5899	256	28	
5900	256	29	
5901	257	1	
5902	257	2	
5903	257	3	
5904	257	4	
5905	257	5	
5906	257	6	
5907	257	7	
5908	257	8	
5909	257	9	
5910	257	10	
5911	257	11	
5912	257	12	
5913	257	13	
5914	257	14	
5915	257	15	
5916	257	16	
5917	257	17	
5918	257	18	
5919	257	19	
5920	257	20	
5921	257	21	
5922	257	22	
5923	257	23	
5924	257	24	
5925	257	25	
5926	257	26	
5927	257	27	
5928	257	28	
5929	257	29	
5930	257	30	
5931	257	31	
5932	257	32	
5933	257	33	
5934	257	34	
5935	257	35	
5936	257	36	
5937	257	37	
5938	257	38	
5939	257	39	
5940	257	40	
5941	257	41	
5942	258	1	
5943	258	2	
5944	258	3	
5945	258	4	
5946	258	5	
5947	258	6	
5948	258	7	
5949	258	8	
5950	258	9	
5951	258	10	
5952	258	11	
5953	258	12	
5954	258	13	
5955	258	14	
5956	258	15	
5957	258	16	
5958	258	17	
5959	258	18	
5960	259	1	
5961	259	2	
5962	259	3	
5963	259	4	
5964	259	5	
5965	259	6	
5966	259	7	
5967	259	8	
5968	259	9	
5969	259	10	
5970	259	11	
5971	259	12	
5972	259	13	
5973	259	14	
5974	259	15	
5975	259	16	
5976	259	17	
5977	260	1	
5978	260	2	
5979	260	3	
5980	260	4	
5981	260	5	
5982	260	6	
5983	260	7	
5984	260	8	
5985	260	9	
5986	260	10	
5987	260	11	
5988	260	12	
5989	260	13	
5990	260	14	
5991	260	15	
5992	260	16	
5993	260	17	
5994	260	18	
5995	260	19	
5996	260	20	
5997	260	21	
5998	260	22	
5999	260	23	
6000	260	24	
6001	260	25	
6002	260	26	
6003	260	27	
6004	260	28	
6005	260	29	
6006	260	30	
6007	260	31	
6008	260	32	
6009	260	33	
6010	260	34	
6011	260	35	
6012	260	36	
6013	260	37	
6014	260	38	
6015	260	39	
6016	260	40	
6017	260	41	
6018	260	42	
6019	260	43	
6020	260	44	
6021	260	45	
6022	260	46	
6023	260	47	
6024	260	48	
6025	260	49	
6026	260	50	
6027	260	51	
6028	260	52	
6029	260	53	
6030	260	54	
6031	260	55	
6032	260	56	
6033	260	57	
6034	260	58	
6035	260	59	
6036	260	60	
6037	260	61	
6038	260	62	
6039	260	63	
6040	260	64	
6041	260	65	
6042	260	66	
6043	260	67	
6044	260	68	
6045	260	69	
6046	260	70	
6047	261	1	
6048	261	2	
6049	261	3	
6050	261	4	
6051	261	5	
6052	261	6	
6053	261	7	
6054	261	8	
6055	261	9	
6056	261	10	
6057	261	11	
6058	261	12	
6059	261	13	
6060	261	14	
6061	261	15	
6062	261	16	
6063	261	17	
6064	261	18	
6065	261	19	
6066	261	20	
6067	261	21	
6068	261	22	
6069	261	23	
6070	261	24	
6071	261	25	
6072	261	26	
6073	261	27	
6074	261	28	
6075	261	29	
6076	261	30	
6077	261	31	
6078	261	32	
6079	261	33	
6080	261	34	
6081	261	35	
6082	261	36	
6083	261	37	
6084	261	38	
6085	261	39	
6086	261	40	
6087	261	41	
6088	261	42	
6089	261	43	
6090	261	44	
6091	261	45	
6092	261	46	
6093	261	47	
6094	261	48	
6095	261	49	
6096	261	50	
6097	261	51	
6098	261	52	
6099	261	53	
6100	262	1	
6101	262	2	
6102	262	3	
6103	262	4	
6104	262	5	
6105	262	6	
6106	262	7	
6107	262	8	
6108	262	9	
6109	262	10	
6110	262	11	
6111	262	12	
6112	262	13	
6113	262	14	
6114	262	15	
6115	262	16	
6116	262	17	
6117	262	18	
6118	263	1	
6119	263	2	
6120	263	3	
6121	263	4	
6122	263	5	
6123	263	6	
6124	263	7	
6125	263	8	
6126	263	9	
6127	263	10	
6128	263	11	
6129	263	12	
6130	263	13	
6131	263	14	
6132	263	15	
6133	263	16	
6134	264	1	
6135	264	2	
6136	264	3	
6137	264	4	
6138	264	5	
6139	264	6	
6140	264	7	
6141	264	8	
6142	264	9	
6143	264	10	
6144	264	11	
6145	264	12	
6146	264	13	
6147	264	14	
6148	264	15	
6149	264	16	
6150	264	17	
6151	264	18	
6152	264	19	
6153	264	20	
6154	264	21	
6155	264	22	
6156	264	23	
6157	264	24	
6158	264	25	
6159	264	26	
6160	264	27	
6161	264	28	
6162	264	29	
6163	265	1	
6164	265	2	
6165	265	3	
6166	265	4	
6167	265	5	
6168	265	6	
6169	265	7	
6170	265	8	
6171	265	9	
6172	265	10	
6173	265	11	
6174	265	12	
6175	265	13	
6176	265	14	
6177	265	15	
6178	265	16	
6179	265	17	
6180	265	18	
6181	265	19	
6182	265	20	
6183	265	21	
6184	265	22	
6185	265	23	
6186	265	24	
6187	265	25	
6188	265	26	
6189	265	27	
6190	265	28	
6191	265	29	
6192	265	30	
6193	265	31	
6194	266	1	
6195	266	2	
6196	266	3	
6197	266	4	
6198	266	5	
6199	266	6	
6200	266	7	
6201	266	8	
6202	266	9	
6203	266	10	
6204	266	11	
6205	266	12	
6206	266	13	
6207	266	14	
6208	266	15	
6209	266	16	
6210	266	17	
6211	266	18	
6212	266	19	
6213	266	20	
6214	266	21	
6215	267	1	
6216	267	2	
6217	267	3	
6218	267	4	
6219	267	5	
6220	267	6	
6221	267	7	
6222	267	8	
6223	267	9	
6224	267	10	
6225	267	11	
6226	267	12	
6227	267	13	
6228	267	14	
6229	267	15	
6230	267	16	
6231	267	17	
6232	267	18	
6233	267	19	
6234	267	20	
6235	267	21	
6236	267	22	
6237	267	23	
6238	267	24	
6239	267	25	
6240	267	26	
6241	268	1	
6242	268	2	
6243	268	3	
6244	268	4	
6245	268	5	
6246	268	6	
6247	268	7	
6248	269	1	
6249	269	2	
6250	269	3	
6251	269	4	
6252	269	5	
6253	269	6	
6254	269	7	
6255	269	8	
6256	269	9	
6257	269	10	
6258	269	11	
6259	270	1	
6260	270	2	
6261	270	3	
6262	270	4	
6263	270	5	
6264	270	6	
6265	270	7	
6266	270	8	
6267	270	9	
6268	270	10	
6269	270	11	
6270	270	12	
6271	270	13	
6272	270	14	
6273	270	15	
6274	270	16	
6275	270	17	
6276	270	18	
6277	270	19	
6278	270	20	
6279	271	1	
6280	271	2	
6281	271	3	
6282	271	4	
6283	271	5	
6284	271	6	
6285	271	7	
6286	271	8	
6287	271	9	
6288	271	10	
6289	271	11	
6290	271	12	
6291	271	13	
6292	271	14	
6293	271	15	
6294	271	16	
6295	271	17	
6296	271	18	
6297	271	19	
6298	272	1	
6299	272	2	
6300	272	3	
6301	272	4	
6302	272	5	
6303	272	6	
6304	272	7	
6305	272	8	
6306	272	9	
6307	272	10	
6308	272	11	
6309	272	12	
6310	272	13	
6311	272	14	
6312	272	15	
6313	272	16	
6314	272	17	
6315	272	18	
6316	273	1	
6317	273	2	
6318	273	3	
6319	273	4	
6320	273	5	
6321	273	6	
6322	273	7	
6323	273	8	
6324	273	9	
6325	273	10	
6326	273	11	
6327	273	12	
6328	273	13	
6329	273	14	
6330	273	15	
6331	273	16	
6332	274	1	
6333	274	2	
6334	274	3	
6335	274	4	
6336	274	5	
6337	274	6	
6338	274	7	
6339	274	8	
6340	274	9	
6341	274	10	
6342	274	11	
6343	274	12	
6344	274	13	
6345	274	14	
6346	274	15	
6347	274	16	
6348	274	17	
6349	274	18	
6350	274	19	
6351	274	20	
6352	274	21	
6353	274	22	
6354	274	23	
6355	274	24	
6356	274	25	
6357	274	26	
6358	274	27	
6359	274	28	
6360	274	29	
6361	274	30	
6362	274	31	
6363	274	32	
6364	274	33	
6365	274	34	
6366	274	35	
6367	275	1	
6368	275	2	
6369	275	3	
6370	275	4	
6371	275	5	
6372	275	6	
6373	275	7	
6374	275	8	
6375	275	9	
6376	275	10	
6377	275	11	
6378	275	12	
6379	275	13	
6380	276	1	
6381	276	2	
6382	276	3	
6383	276	4	
6384	276	5	
6385	276	6	
6386	276	7	
6387	276	8	
6388	276	9	
6389	276	10	
6390	276	11	
6391	276	12	
6392	276	13	
6393	276	14	
6394	276	15	
6395	276	16	
6396	277	1	
6397	277	2	
6398	277	3	
6399	277	4	
6400	277	5	
6401	277	6	
6402	277	7	
6403	277	8	
6404	277	9	
6405	277	10	
6406	277	11	
6407	277	12	
6408	277	13	
6409	277	14	
6410	277	15	
6411	277	16	
6412	277	17	
6413	277	18	
6414	277	19	
6415	277	20	
6416	277	21	
6417	277	22	
6418	277	23	
6419	278	1	
6420	278	2	
6421	278	3	
6422	278	4	
6423	278	5	
6424	278	6	
6425	278	7	
6426	278	8	
6427	278	9	
6428	278	10	
6429	278	11	
6430	278	12	
6431	278	13	
6432	278	14	
6433	278	15	
6434	279	1	
6435	279	2	
6436	279	3	
6437	279	4	
6438	279	5	
6439	279	6	
6440	279	7	
6441	279	8	
6442	279	9	
6443	279	10	
6444	279	11	
6445	279	12	
6446	279	13	
6447	279	14	
6448	279	15	
6449	279	16	
6450	279	17	
6451	279	18	
6452	279	19	
6453	280	1	
6454	280	2	
6455	280	3	
6456	280	4	
6457	280	5	
6458	280	6	
6459	280	7	
6460	280	8	
6461	280	9	
6462	280	10	
6463	280	11	
6464	280	12	
6465	280	13	
6466	280	14	
6467	281	1	
6468	281	2	
6469	281	3	
6470	281	4	
6471	281	5	
6472	281	6	
6473	281	7	
6474	281	8	
6475	281	9	
6476	281	10	
6477	281	11	
6478	281	12	
6479	281	13	
6480	281	14	
6481	281	15	
6482	282	1	
6483	282	2	
6484	282	3	
6485	282	4	
6486	282	5	
6487	282	6	
6488	282	7	
6489	282	8	
6490	282	9	
6491	282	10	
6492	282	11	
6493	282	12	
6494	282	13	
6495	282	14	
6496	282	15	
6497	282	16	
6498	282	17	
6499	282	18	
6500	282	19	
6501	282	20	
6502	282	21	
6503	282	22	
6504	282	23	
6505	282	24	
6506	282	25	
6507	282	26	
6508	283	1	
6509	283	2	
6510	283	3	
6511	283	4	
6512	283	5	
6513	283	6	
6514	283	7	
6515	283	8	
6516	283	9	
6517	283	10	
6518	283	11	
6519	283	12	
6520	283	13	
6521	283	14	
6522	283	15	
6523	283	16	
6524	283	17	
6525	283	18	
6526	283	19	
6527	283	20	
6528	283	21	
6529	283	22	
6530	283	23	
6531	283	24	
6532	283	25	
6533	284	1	
6534	284	2	
6535	284	3	
6536	284	4	
6537	284	5	
6538	284	6	
6539	284	7	
6540	284	8	
6541	284	9	
6542	284	10	
6543	284	11	
6544	284	12	
6545	284	13	
6546	284	14	
6547	284	15	
6548	284	16	
6549	284	17	
6550	284	18	
6551	284	19	
6552	284	20	
6553	284	21	
6554	284	22	
6555	284	23	
6556	284	24	
6557	284	25	
6558	284	26	
6559	284	27	
6560	284	28	
6561	284	29	
6562	284	30	
6563	284	31	
6564	284	32	
6565	284	33	
6566	284	34	
6567	284	35	
6568	284	36	
6569	284	37	
6570	284	38	
6571	284	39	
6572	284	40	
6573	284	41	
6574	284	42	
6575	284	43	
6576	284	44	
6577	284	45	
6578	284	46	
6579	284	47	
6580	284	48	
6581	284	49	
6582	284	50	
6583	284	51	
6584	284	52	
6585	284	53	
6586	284	54	
6587	284	55	
6588	284	56	
6589	284	57	
6590	284	58	
6591	284	59	
6592	284	60	
6593	284	61	
6594	284	62	
6595	284	63	
6596	284	64	
6597	285	1	
6598	285	2	
6599	285	3	
6600	285	4	
6601	285	5	
6602	285	6	
6603	285	7	
6604	285	8	
6605	285	9	
6606	285	10	
6607	285	11	
6608	285	12	
6609	285	13	
6610	285	14	
6611	285	15	
6612	285	16	
6613	285	17	
6614	285	18	
6615	285	19	
6616	285	20	
6617	285	21	
6618	285	22	
6619	285	23	
6620	285	24	
6621	285	25	
6622	285	26	
6623	285	27	
6624	285	28	
6625	286	1	
6626	286	2	
6627	286	3	
6628	286	4	
6629	286	5	
6630	286	6	
6631	286	7	
6632	286	8	
6633	286	9	
6634	286	10	
6635	286	11	
6636	286	12	
6637	286	13	
6638	286	14	
6639	286	15	
6640	286	16	
6641	286	17	
6642	286	18	
6643	287	1	
6644	287	2	
6645	287	3	
6646	287	4	
6647	287	5	
6648	287	6	
6649	287	7	
6650	287	8	
6651	287	9	
6652	287	10	
6653	287	11	
6654	287	12	
6655	287	13	
6656	287	14	
6657	287	15	
6658	287	16	
6659	287	17	
6660	287	18	
6661	287	19	
6662	287	20	
6663	287	21	
6664	287	22	
6665	288	1	
6666	288	2	
6667	288	3	
6668	288	4	
6669	288	5	
6670	288	6	
6671	288	7	
6672	288	8	
6673	288	9	
6674	288	10	
6675	288	11	
6676	288	12	
6677	288	13	
6678	288	14	
6679	288	15	
6680	288	16	
6681	288	17	
6682	288	18	
6683	288	19	
6684	288	20	
6685	289	1	
6686	289	2	
6687	289	3	
6688	289	4	
6689	289	5	
6690	289	6	
6691	289	7	
6692	289	8	
6693	289	9	
6694	289	10	
6695	289	11	
6696	289	12	
6697	289	13	
6698	289	14	
6699	289	15	
6700	290	1	
6701	290	2	
6702	290	3	
6703	290	4	
6704	290	5	
6705	290	6	
6706	290	7	
6707	290	8	
6708	290	9	
6709	290	10	
6710	290	11	
6711	290	12	
6712	290	13	
6713	290	14	
6714	291	1	
6715	291	2	
6716	291	3	
6717	291	4	
6718	291	5	
6719	291	6	
6720	291	7	
6721	291	8	
6722	291	9	
6723	291	10	
6724	291	11	
6725	291	12	
6726	291	13	
6727	291	14	
6728	291	15	
6729	291	16	
6730	291	17	
6731	291	18	
6732	291	19	
6733	291	20	
6734	291	21	
6735	291	22	
6736	291	23	
6737	291	24	
6738	291	25	
6739	291	26	
6740	292	1	
6741	292	2	
6742	292	3	
6743	292	4	
6744	292	5	
6745	292	6	
6746	292	7	
6747	292	8	
6748	292	9	
6749	292	10	
6750	292	11	
6751	292	12	
6752	292	13	
6753	292	14	
6754	292	15	
6755	292	16	
6756	292	17	
6757	292	18	
6758	292	19	
6759	292	20	
6760	292	21	
6761	292	22	
6762	292	23	
6763	292	24	
6764	292	25	
6765	292	26	
6766	292	27	
6767	292	28	
6768	292	29	
6769	292	30	
6770	292	31	
6771	293	1	
6772	293	2	
6773	293	3	
6774	293	4	
6775	293	5	
6776	293	6	
6777	293	7	
6778	293	8	
6779	293	9	
6780	293	10	
6781	293	11	
6782	293	12	
6783	293	13	
6784	293	14	
6785	293	15	
6786	293	16	
6787	293	17	
6788	293	18	
6789	293	19	
6790	293	20	
6791	293	21	
6792	293	22	
6793	293	23	
6794	294	1	
6795	294	2	
6796	294	3	
6797	294	4	
6798	294	5	
6799	294	6	
6800	294	7	
6801	294	8	
6802	294	9	
6803	294	10	
6804	294	11	
6805	294	12	
6806	294	13	
6807	294	14	
6808	294	15	
6809	294	16	
6810	294	17	
6811	294	18	
6812	294	19	
6813	294	20	
6814	294	21	
6815	294	22	
6816	294	23	
6817	294	24	
6818	294	25	
6819	294	26	
6820	294	27	
6821	294	28	
6822	294	29	
6823	294	30	
6824	294	31	
6825	294	32	
6826	294	33	
6827	294	34	
6828	294	35	
6829	294	36	
6830	294	37	
6831	294	38	
6832	294	39	
6833	294	40	
6834	294	41	
6835	294	42	
6836	294	43	
6837	295	1	
6838	295	2	
6839	295	3	
6840	295	4	
6841	295	5	
6842	295	6	
6843	295	7	
6844	295	8	
6845	295	9	
6846	295	10	
6847	295	11	
6848	295	12	
6849	295	13	
6850	295	14	
6851	295	15	
6852	295	16	
6853	295	17	
6854	295	18	
6855	295	19	
6856	295	20	
6857	295	21	
6858	295	22	
6859	295	23	
6860	296	1	
6861	296	2	
6862	296	3	
6863	296	4	
6864	296	5	
6865	296	6	
6866	296	7	
6867	296	8	
6868	296	9	
6869	296	10	
6870	296	11	
6871	296	12	
6872	296	13	
6873	296	14	
6874	296	15	
6875	296	16	
6876	296	17	
6877	296	18	
6878	296	19	
6879	296	20	
6880	296	21	
6881	296	22	
6882	296	23	
6883	296	24	
6884	296	25	
6885	296	26	
6886	296	27	
6887	296	28	
6888	296	29	
6889	296	30	
6890	296	31	
6891	296	32	
6892	296	33	
6893	296	34	
6894	297	1	
6895	297	2	
6896	297	3	
6897	297	4	
6898	297	5	
6899	297	6	
6900	297	7	
6901	297	8	
6902	297	9	
6903	297	10	
6904	297	11	
6905	297	12	
6906	298	1	
6907	298	2	
6908	298	3	
6909	298	4	
6910	298	5	
6911	298	6	
6912	298	7	
6913	298	8	
6914	298	9	
6915	298	10	
6916	298	11	
6917	298	12	
6918	298	13	
6919	298	14	
6920	298	15	
6921	298	16	
6922	298	17	
6923	298	18	
6924	298	19	
6925	298	20	
6926	298	21	
6927	298	22	
6928	298	23	
6929	298	24	
6930	298	25	
6931	298	26	
6932	299	1	
6933	299	2	
6934	299	3	
6935	299	4	
6936	299	5	
6937	299	6	
6938	299	7	
6939	299	8	
6940	299	9	
6941	299	10	
6942	299	11	
6943	299	12	
6944	299	13	
6945	299	14	
6946	299	15	
6947	299	16	
6948	299	17	
6949	299	18	
6950	299	19	
6951	299	20	
6952	299	21	
6953	299	22	
6954	300	1	
6955	300	2	
6956	300	3	
6957	300	4	
6958	300	5	
6959	300	6	
6960	300	7	
6961	300	8	
6962	300	9	
6963	300	10	
6964	300	11	
6965	300	12	
6966	300	13	
6967	300	14	
6968	300	15	
6969	301	1	
6970	301	2	
6971	301	3	
6972	301	4	
6973	301	5	
6974	301	6	
6975	301	7	
6976	301	8	
6977	301	9	
6978	301	10	
6979	301	11	
6980	301	12	
6981	301	13	
6982	301	14	
6983	301	15	
6984	301	16	
6985	301	17	
6986	301	18	
6987	301	19	
6988	301	20	
6989	301	21	
6990	301	22	
6991	301	23	
6992	301	24	
6993	301	25	
6994	302	1	
6995	302	2	
6996	302	3	
6997	302	4	
6998	302	5	
6999	302	6	
7000	302	7	
7001	302	8	
7002	302	9	
7003	302	10	
7004	302	11	
7005	302	12	
7006	302	13	
7007	302	14	
7008	303	1	
7009	303	2	
7010	303	3	
7011	303	4	
7012	303	5	
7013	303	6	
7014	303	7	
7015	303	8	
7016	303	9	
7017	303	10	
7018	303	11	
7019	303	12	
7020	303	13	
7021	303	14	
7022	303	15	
7023	303	16	
7024	303	17	
7025	303	18	
7026	303	19	
7027	303	20	
7028	303	21	
7029	303	22	
7030	303	23	
7031	303	24	
7032	303	25	
7033	303	26	
7034	303	27	
7035	303	28	
7036	303	29	
7037	303	30	
7038	303	31	
7039	303	32	
7040	303	33	
7041	303	34	
7042	303	35	
7043	303	36	
7044	303	37	
7045	303	38	
7046	303	39	
7047	303	40	
7048	303	41	
7049	303	42	
7050	304	1	
7051	304	2	
7052	304	3	
7053	304	4	
7054	304	5	
7055	304	6	
7056	304	7	
7057	304	8	
7058	304	9	
7059	304	10	
7060	304	11	
7061	304	12	
7062	304	13	
7063	304	14	
7064	304	15	
7065	304	16	
7066	304	17	
7067	304	18	
7068	304	19	
7069	304	20	
7070	304	21	
7071	304	22	
7072	304	23	
7073	304	24	
7074	305	1	
7075	305	2	
7076	305	3	
7077	305	4	
7078	305	5	
7079	305	6	
7080	305	7	
7081	305	8	
7082	305	9	
7083	305	10	
7084	305	11	
7085	305	12	
7086	305	13	
7087	305	14	
7088	305	15	
7089	305	16	
7090	305	17	
7091	305	18	
7092	305	19	
7093	305	20	
7094	305	21	
7095	305	22	
7096	305	23	
7097	305	24	
7098	305	25	
7099	305	26	
7100	305	27	
